state	constituency	candidate_name	sex	age	category	partyname	partysymbol	general	postal	total	pct_of_total_votes	pct_of_polled_votes	totalvoters
Uttar Pradesh	Gonda	AJAY  KUMAR  PRABHAKAR	M	27	SC	BMUP	Cot	3193	7	3200	0.187044262	0.366162469	1710825
Uttar Pradesh	Gonda	PREM KUMAR	M	25	SC	MBCOI	Scissors	1900	0	1900	0.111057531	0.217408966	1710825
Uttar Pradesh	Gonda	MASOOD ALAM KHAN	M	41	GEN	PECP	Ceiling Fan	42730	14	42744	2.498443733	4.891015174	1710825
Uttar Pradesh	Gonda	MAHESH KUMAR	M	25	GEN	JPS	Saw	2550	5	2555	0.149343153	0.292357846	1710825
Uttar Pradesh	Gonda	MASHOOQ AHMAD	M	26	GEN	AAAP	Broom	3346	12	3358	0.196279573	0.38424174	1710825
Uttar Pradesh	Gonda	RAJENDRA PRASAD	M	34	GEN	SPP	Bat	1517	2	1519	0.088787573	0.173812747	1710825
Uttar Pradesh	Gonda	RAJESH  KUMAR  MAURYA	M	46	GEN	SP(I)	Battery Torch	2196	3	2199	0.128534479	0.251622271	1710825
Uttar Pradesh	Gonda	SATYA PRAKASH	M	44	GEN	SHS	Bow & Arrow	4743	5	4748	0.277526924	0.543293563	1710825
Uttar Pradesh	Gonda	TILAK RAM	M	38	SC	IND	Sewing Machine	5374	0	5374	0.314117458	0.614924096	1710825
Uttar Pradesh	Gonda	BRIJNANDAN TIWARI	M	36	GEN	IND	Walking Stick	2393	2	2395	0.13999094	0.274049723	1710825
Uttar Pradesh	Gonda	None of the Above				NOTA	NOTA	7983	5	7988	0.46690924	0.914033062	1710825
Uttar Pradesh	Domariyaganj	JAGDAMBIKA PAL	M	64	GEN	BJP	Lotus	298845	0	298845	16.96618912	31.96104078	1761415
Uttar Pradesh	Domariyaganj	MATA PRASAD PANDEY	M	77	GEN	SP	Bicycle	174778	0	174778	9.922590644	18.69225446	1761415
Uttar Pradesh	Domariyaganj	MUHAMMAD MUQEEM	M	66	GEN	BSP	Elephant	195257	0	195257	11.08523545	20.88245391	1761415
Uttar Pradesh	Domariyaganj	VASUNDHARA	F	57	GEN	INC	Hand	88117	0	88117	5.00262573	9.42398578	1761415
Uttar Pradesh	Domariyaganj	HAMIDULLAH CHAUDHARY	M	49	GEN	NCP	Clock	7159	0	7159	0.406434599	0.765644702	1761415
Uttar Pradesh	Domariyaganj	DR. MOHD. AYUB	M	58	GEN	PECP	Ceiling Fan	99242	0	99242	5.634220215	10.61378845	1761415
Uttar Pradesh	Domariyaganj	ARJUN SINGH	M	45	GEN	BMUP	Cot	9529	0	9529	0.540985514	1.019112776	1761415
Uttar Pradesh	Domariyaganj	PINGLE PRASAD	M	46	SC	S(J)	Gas Stove	5521	0	5521	0.313441182	0.59046297	1761415
Uttar Pradesh	Domariyaganj	BADRE ALAM	M	65	GEN	AAAP	Broom	3174	0	3174	0.180196036	0.339454712	1761415
Uttar Pradesh	Domariyaganj	MANOJ KUMAR	M	33	GEN	SBSP	Ring	2709	0	2709	0.153796805	0.289723634	1761415
Uttar Pradesh	Domariyaganj	RAVI KUMAR	M	25	GEN	SPP	Bat	2535	0	2535	0.143918384	0.271114586	1761415
Uttar Pradesh	Domariyaganj	DR. SATYENDRA  NATH PANDEY	M	65	GEN	AAMJP	Pen Nib with Seven Rays	9371	0	9371	0.532015453	1.002214905	1761415
Uttar Pradesh	Domariyaganj	SANTRAM	M	55	SC	BRABSVP	Brush	3238	0	3238	0.183829478	0.34629942	1761415
Uttar Pradesh	Domariyaganj	KALI RAM	M	58	GEN	IND	Television	4939	0	4939	0.280399565	0.528218911	1761415
Uttar Pradesh	Domariyaganj	DIWAKAR PRASAD	M	63	SC	IND	Table	5123	0	5123	0.290845712	0.547897445	1761415
Uttar Pradesh	Domariyaganj	MUKESH NARAYAN SHUKLA URF GYANESH NARAYAN SHUKLA	M	25	GEN	IND	Glass Tumbler	10952	0	10952	0.621772836	1.171300569	1761415
Uttar Pradesh	Domariyaganj	RAM UGRAH	M	33	GEN	IND	Kettle	7762	0	7762	0.44066844	0.83013468	1761415
Uttar Pradesh	Domariyaganj	None of the Above				NOTA	NOTA	6776	0	6776	0.384690717	0.724683406	1761415
Uttar Pradesh	Basti	AMBIKA SINGH	M	67	GEN	INC	Hand	27673	0	27673	1.548160647	2.639196062	1787476
Uttar Pradesh	Basti	BRIJ KISHOR SINGH DIMPAL	M	33	GEN	SP	Bicycle	324114	4	324118	18.13271898	30.91139195	1787476
Uttar Pradesh	Basti	RAM PRASAD CHAUDHARY	M	60	GEN	BSP	Elephant	283745	2	283747	15.87417118	27.06117751	1787476
Uttar Pradesh	Basti	HARISH CHANDRA  ALIAS  HARISH DWIVEDI	M	40	GEN	BJP	Lotus	357673	7	357680	20.0103386	34.11222663	1787476
Uttar Pradesh	Basti	ANAND RAJPAL	M	52	GEN	AAAP	Broom	8407	0	8407	0.470327993	0.801782289	1787476
Uttar Pradesh	Basti	PURUSHOTTAM PANDEY	M	39	GEN	PECP	Ceiling Fan	8172	0	8172	0.457180964	0.779370152	1787476
Uttar Pradesh	Basti	BHAGWANDAS	M	47	SC	BSP(K)	Candles	3532	0	3532	0.197597059	0.336849655	1787476
Uttar Pradesh	Basti	RAM KARAN ALIAS R.K. GAUTAM	M	63	SC	BMUP	Cot	2803	0	2803	0.156813294	0.267324344	1787476
Uttar Pradesh	Basti	SHIVPOOJAN RAJBHAR	M	36	GEN	SBSP	Ring	7063	0	7063	0.395138172	0.673603938	1787476
Uttar Pradesh	Basti	SITA RAM	M	68	GEN	JPS	Saw	2240	0	2240	0.125316368	0.213630585	1787476
Uttar Pradesh	Basti	ARUN KUMAR	M	39	GEN	IND	Harmonium	3587	0	3587	0.200674023	0.342095048	1787476
Uttar Pradesh	Basti	KRISHNA  KUMAR UPADHYAY ADVOCATE	M	49	GEN	IND	Gas Cylinder	4823	0	4823	0.269821805	0.459973353	1787476
Uttar Pradesh	Basti	RAM SHANKAR GUPTA	M	65	GEN	IND	Almirah	4521	0	4521	0.252926473	0.431171373	1787476
Uttar Pradesh	Basti	None of the Above				NOTA	NOTA	10168	0	10168	0.568846799	0.969730263	1787476
Uttar Pradesh	Sant Kabir Nagar	BHAL CHANDRA YADAV	M	55	GEN	SP	Bicycle	240167	2	240169	12.61183155	23.72899609	1904315
Uttar Pradesh	Sant Kabir Nagar	BHISM SHANKAR ALIAS KUSHAL TIWARI	M	49	GEN	BSP	Elephant	250910	4	250914	13.17607644	24.79061546	1904315
Uttar Pradesh	Sant Kabir Nagar	ROHIT KUMAR PANDEY	M	34	GEN	INC	Hand	22029	0	22029	1.156793913	2.176492615	1904315
Uttar Pradesh	Sant Kabir Nagar	SHARAD TRIPATHI	M	42	GEN	BJP	Lotus	348884	8	348892	18.32112859	34.4709638	1904315
Uttar Pradesh	Sant Kabir Nagar	AFTAB ALAM KHAN	M	27	GEN	AAAP	Broom	7457	1	7458	0.391636888	0.736859681	1904315
Uttar Pradesh	Sant Kabir Nagar	JANTRI LAL CHAUHAN	M	37	GEN	JPS	Saw	2439	0	2439	0.12807755	0.240976235	1904315
Uttar Pradesh	Sant Kabir Nagar	JYOTI SINGH	F	44	GEN	BSP(K)	Sewing Machine	1884	0	1884	0.098933212	0.186141545	1904315
Uttar Pradesh	Sant Kabir Nagar	PREM PRAKASH	M	61	GEN	IPP	Candles	2155	0	2155	0.113164051	0.212916682	1904315
Uttar Pradesh	Sant Kabir Nagar	SANT SIROMANI BABOOLAL YADAV MAHARAJ JI	M	34	GEN	SBSP	Ring	3900	0	3900	0.204798051	0.385324854	1904315
Uttar Pradesh	Sant Kabir Nagar	MOHAMMAD ALI	M	28	GEN	PPI	Auto- Rickshaw	4082	0	4082	0.214355293	0.40330668	1904315
Uttar Pradesh	Sant Kabir Nagar	RAVIKANT	M	34	GEN	MBCOI	Scissors	1721	0	1721	0.090373704	0.170036942	1904315
Uttar Pradesh	Sant Kabir Nagar	RAJMANI	M	46	SC	BMUP	Cot	5036	0	5036	0.264452047	0.497563067	1904315
Uttar Pradesh	Sant Kabir Nagar	RAJARAM	M	37	GEN	PECP	Ceiling Fan	69193	0	69193	3.633485006	6.836354511	1904315
Uttar Pradesh	Sant Kabir Nagar	RAJENDRA KUMAR	M	34	SC	RJPK	Battery Torch	2278	0	2278	0.119623067	0.225069235	1904315
Uttar Pradesh	Sant Kabir Nagar	LOTAN URF LAUTAN PRASAD	M	52	SC	SSD	Carrot	3618	0	3618	0.189989576	0.357462903	1904315
Uttar Pradesh	Sant Kabir Nagar	SHABBEER HUSEN	M	41	GEN	jhspt	BUCKET	8993	0	8993	0.4722433	0.888519592	1904315
Uttar Pradesh	Sant Kabir Nagar	APARNA	F	35	GEN	IND	Pressure Cooker	11046	0	11046	0.580051094	1.091358547	1904315
Uttar Pradesh	Sant Kabir Nagar	AMIT	M	34	GEN	IND	Bat	2796	0	2796	0.146824449	0.27624828	1904315
Uttar Pradesh	Sant Kabir Nagar	KRIPANARAYAN RAI	M	50	GEN	IND	Almirah	1215	0	1215	0.06380247	0.120043512	1904315
Uttar Pradesh	Sant Kabir Nagar	KAILASH NATH BELDAR	M	52	SC	IND	Kettle	3181	0	3181	0.167041692	0.314286759	1904315
Uttar Pradesh	Sant Kabir Nagar	JAIYANTRI PRASAD	M	55	GEN	IND	Dolli	1335	0	1335	0.070103948	0.131899661	1904315
Uttar Pradesh	Sant Kabir Nagar	MOHAMMAD IRFAN	M	28	GEN	IND	Cup & Saucer	2164	0	2164	0.113636662	0.213805893	1904315
Uttar Pradesh	Sant Kabir Nagar	SHAYAM LAL	M	65	SC	IND	Gas Cylinder	1477	0	1477	0.077560698	0.145929438	1904315
Uttar Pradesh	Sant Kabir Nagar	SUBODH CHANDRA	M	29	GEN	IND	Ice Cream	3061	0	3061	0.160740214	0.302430609	1904315
Uttar Pradesh	Sant Kabir Nagar	SURENDRA KUMAR CHAUDHARY	M	45	GEN	IND	Coat	5866	0	5866	0.308037273	0.5795681	1904315
Uttar Pradesh	Sant Kabir Nagar	None of the Above				NOTA	NOTA	4747	0	4747	0.249275986	0.469009508	1904315
Uttar Pradesh	Maharajganj	AKHILESH	M	50	GEN	SP	Bicycle	213973	1	213974	12.27526789	20.18163795	1743131
Uttar Pradesh	Maharajganj	KASHI NATH SHUKLA	M	59	GEN	BSP	Elephant	231084	0	231084	13.25683497	21.79542198	1743131
Uttar Pradesh	Maharajganj	PANKAJ	M	44	GEN	BJP	Lotus	471541	1	471542	27.0514379	44.47498257	1743131
Uttar Pradesh	Maharajganj	HARSH VARDHAN	M	66	GEN	INC	Hand	57193	0	57193	3.281050019	5.394339589	1743131
Uttar Pradesh	Maharajganj	ARAT KHARVAR	M	48	GEN	BMUP	Cot	3752	0	3752	0.215244867	0.353881806	1743131
Uttar Pradesh	Maharajganj	KAVILAS	M	35	GEN	SBSP	Ring	5195	0	5195	0.298026941	0.489982938	1743131
Uttar Pradesh	Maharajganj	MUMMATAJ	M	34	GEN	PECP	Ceiling Fan	3582	0	3582	0.205492301	0.337847716	1743131
Uttar Pradesh	Maharajganj	MANGAL LAL	M	69	GEN	LD	Battery Torch	1491	0	1491	0.08553574	0.140628404	1743131
Uttar Pradesh	Maharajganj	PASHUPATI NATH GUPTA	M	55	GEN	AAAP	Broom	3196	0	3196	0.183348239	0.301440899	1743131
Uttar Pradesh	Maharajganj	RADHEYSHYAM	M	31	SC	MBCOI	Scissors	1961	0	1961	0.112498716	0.184957948	1743131
Uttar Pradesh	Maharajganj	RAMSAMUJH	M	59	GEN	S(J)	Auto- Rickshaw	5001	0	5001	0.286897542	0.471685211	1743131
Uttar Pradesh	Maharajganj	VIMLESH TRIPATHI	M	30	GEN	NAP	HOCKEY & BALL	2339	0	2339	0.134183834	0.22061022	1743131
Uttar Pradesh	Maharajganj	SHIVCHARAN	M	25	GEN	jhspt	BUCKET	3455	0	3455	0.19820656	0.325869307	1743131
Uttar Pradesh	Maharajganj	SHREE AKHILESH KUMAR	M	30	GEN	ADUP	Kettle	5422	0	5422	0.311049485	0.511393164	1743131
Uttar Pradesh	Maharajganj	AJAYDHAR	M	35	GEN	IND	Bat	4079	0	4079	0.234004214	0.384723851	1743131
Uttar Pradesh	Maharajganj	ANIL KUMAR SHAHANI	M	38	GEN	IND	Telephone	15517	0	15517	0.890179797	1.463535177	1743131
Uttar Pradesh	Maharajganj	GOVIND DAS	M	55	GEN	IND	Diesel Pump	4216	0	4216	0.241863635	0.397645441	1743131
Uttar Pradesh	Maharajganj	TEJ PRATAP	M	49	GEN	IND	Cauliflower	6131	0	6131	0.351723422	0.578264753	1743131
Uttar Pradesh	Maharajganj	DAYARAM NISHAD	M	34	GEN	IND	Cup & Saucer	4210	0	4210	0.241519427	0.397079532	1743131
Uttar Pradesh	Maharajganj	DINESH KUMAR	M	60	SC	IND	Walking Stick	1671	0	1671	0.095861986	0.157605676	1743131
Uttar Pradesh	Maharajganj	DINANATH	M	41	SC	IND	Sewing Machine	2149	0	2149	0.123283907	0.202689766	1743131
Uttar Pradesh	Maharajganj	RAKESH KUMAR GIRI	M	37	GEN	IND	Hat	2545	0	2545	0.146001649	0.240039765	1743131
Uttar Pradesh	Maharajganj	RAKESH KUMAR GUPTA	M	27	GEN	IND	Gas Cylinder	1828	0	1828	0.104868768	0.17241363	1743131
Uttar Pradesh	Maharajganj	None of the Above				NOTA	NOTA	4545	0	4545	0.260737719	0.428676122	1743131
Uttar Pradesh	Gorakhpur	ASTBHUJA PRASAD TRIPATHI	M	54	GEN	INC	Hand	45693	26	45719	2.401223117	4.392602741	1903988
Uttar Pradesh	Gorakhpur	ADITYANATH	M	41	GEN	BJP	Lotus	538604	523	539127	28.31567216	51.79839319	1903988
Uttar Pradesh	Gorakhpur	RAJMATI NISHAD	F	56	GEN	SP	Bicycle	226216	128	226344	11.88789005	21.74674151	1903988
Uttar Pradesh	Gorakhpur	RAM BHUAL NISHAD	M	53	GEN	BSP	Elephant	176277	135	176412	9.26539453	16.94936098	1903988
Uttar Pradesh	Gorakhpur	INDRA DEO YADAVA	M	66	GEN	BSCP	FLUTE	2398	0	2398	0.125946172	0.230395708	1903988
Uttar Pradesh	Gorakhpur	FAIZ AHAMAD FAIZI	M	37	GEN	PECP	Ceiling Fan	5045	1	5046	0.265022679	0.484810985	1903988
Uttar Pradesh	Gorakhpur	MUNNA	M	45	GEN	SWPI	Gas Stove	4024	0	4024	0.21134587	0.386618986	1903988
Uttar Pradesh	Gorakhpur	RAJIT MISHRA	M	49	GEN	NAP	HOCKEY & BALL	1170	1	1171	0.061502488	0.112507662	1903988
Uttar Pradesh	Gorakhpur	RAJESH	M	49	GEN	CPI(ML)(L)	Flag with Three Stars	1872	1	1873	0.098372469	0.179954613	1903988
Uttar Pradesh	Gorakhpur	RADHE MOHAN MISRA	M	77	GEN	AAAP	Broom	11844	29	11873	0.623585863	1.140737382	1903988
Uttar Pradesh	Gorakhpur	MOHD. WASEEM KHAN	M	31	GEN	BMUP	Cot	2013	3	2016	0.10588302	0.193693806	1903988
Uttar Pradesh	Gorakhpur	SUBASH KUMAR MAURYA	M	35	GEN	RJPK	Battery Torch	2122	1	2123	0.111502804	0.203974182	1903988
Uttar Pradesh	Gorakhpur	ACHHE LAL GUPTA	M	46	GEN	IND	Auto- Rickshaw	5338	1	5339	0.280411431	0.51296192	1903988
Uttar Pradesh	Gorakhpur	ASHOK	M	54	GEN	IND	Balloon	4194	0	4194	0.220274498	0.402952293	1903988
Uttar Pradesh	Gorakhpur	RAMKISHUN	M	47	GEN	IND	Glass Tumbler	4387	0	4387	0.230411116	0.421495401	1903988
Uttar Pradesh	Gorakhpur	None of the Above				NOTA	NOTA	8149	4	8153	0.42820648	0.783326192	1903988
Uttar Pradesh	Kushi Nagar	KUNWAR RATANJIT PRATAP NARAIN SINGH	M	49	GEN	INC	Hand	284378	133	284511	16.92518465	29.9235795	1680992
Uttar Pradesh	Kushi Nagar	RAJESH PANDEY URF GUDDU	M	55	GEN	BJP	Lotus	369917	134	370051	22.01384659	38.92028961	1680992
Uttar Pradesh	Kushi Nagar	RADHE SHYAM SINGH	M	50	GEN	SP	Bicycle	111218	38	111256	6.618472902	11.70140262	1680992
Uttar Pradesh	Kushi Nagar	DR. SANGAM MISHRA	M	58	GEN	BSP	Elephant	132811	70	132881	7.904915669	13.97582226	1680992
Uttar Pradesh	Kushi Nagar	AKHAND	M	49	GEN	AAAP	Broom	3800	2	3802	0.226175972	0.399877155	1680992
Uttar Pradesh	Kushi Nagar	AMEERUDDIN	M	36	GEN	ADUP	Grapes	3843	0	3843	0.228615008	0.40418935	1680992
Uttar Pradesh	Kushi Nagar	ARVIND	M	45	GEN	S(J)	Gas Stove	3630	0	3630	0.215943919	0.381786973	1680992
Uttar Pradesh	Kushi Nagar	KASHIM ALI	M	50	GEN	PECP	Ceiling Fan	9022	2	9024	0.536825874	0.949103484	1680992
Uttar Pradesh	Kushi Nagar	GOBARDHAN PRASAD	M	52	SC	SP(I)	Dolli	1963	0	1963	0.116776284	0.206459457	1680992
Uttar Pradesh	Kushi Nagar	JAHID	M	37	GEN	SBSP	Ring	2677	0	2677	0.159251204	0.281554746	1680992
Uttar Pradesh	Kushi Nagar	BACHCHOOLAAL	M	48	GEN	MBCOI	Scissors	2145	0	2145	0.127603225	0.225601393	1680992
Uttar Pradesh	Kushi Nagar	MARKANDE	M	45	GEN	BMUP	Cot	4268	2	4270	0.254016676	0.449099277	1680992
Uttar Pradesh	Kushi Nagar	RAMDHANEE	M	27	GEN	DNP	Camera	5485	0	5485	0.326295426	0.576887479	1680992
Uttar Pradesh	Kushi Nagar	RAMPRATAP	M	37	GEN	JD(U)	Arrow	4805	1	4806	0.28590261	0.505473332	1680992
Uttar Pradesh	Kushi Nagar	None of the Above				NOTA	NOTA	10102	0	10102	0.600954674	1.062482646	1680992
Uttar Pradesh	Deoria	KALRAJ MISHRA	M	73	GEN	BJP	Lotus	495861	639	496500	27.47760561	51.07184003	1806926
Uttar Pradesh	Deoria	NIYAJ AHMAD	M	51	GEN	BSP	Elephant	230862	252	231114	12.79045185	23.7732472	1806926
Uttar Pradesh	Deoria	BALESHWAR YADAV	M	72	GEN	SP	Bicycle	150687	165	150852	8.348543327	15.51719882	1806926
Uttar Pradesh	Deoria	SABHA KUNWAR	M	60	GEN	INC	Hand	37713	39	37752	2.089294194	3.883311389	1806926
Uttar Pradesh	Deoria	AROON KUMAR TRIPATHI	M	55	GEN	AAAP	Broom	4939	13	4952	0.274056602	0.509381172	1806926
Uttar Pradesh	Deoria	AWADH KISHOR NIGAM	M	33	SC	ARVP	Razor	1153	0	1153	0.063810029	0.118601876	1806926
Uttar Pradesh	Deoria	INTZARUL	M	36	GEN	BMUP	Cot	1831	2	1833	0.101443003	0.18854921	1806926
Uttar Pradesh	Deoria	UMESH	M	46	GEN	SBSP	Ring	4343	0	4343	0.240352953	0.446737163	1806926
Uttar Pradesh	Deoria	RAJU	M	32	GEN	MOP	Auto- Rickshaw	5405	1	5406	0.299182147	0.556081303	1806926
Uttar Pradesh	Deoria	RAM PRAVESH	M	31	GEN	BED	Cauliflower	6408	0	6408	0.354635442	0.659150757	1806926
Uttar Pradesh	Deoria	RAM PREET	M	48	GEN	MBCOI	Scissors	1905	1	1906	0.105483014	0.196058262	1806926
Uttar Pradesh	Deoria	VED PRAKASH MALL	M	41	GEN	JD(U)	Arrow	1915	1	1916	0.10603644	0.197086899	1806926
Uttar Pradesh	Deoria	SHYAM SUNDAR	M	39	GEN	PECP	Ceiling Fan	5130	0	5130	0.283907587	0.527690915	1806926
Uttar Pradesh	Deoria	BARKHA KINNAR	O	38	GEN	IND	Dolli	4123	1	4124	0.228232922	0.424210007	1806926
Uttar Pradesh	Deoria	HEMANT KISHOR SRIVASTAVA	M	34	GEN	IND	Car	5763	0	5763	0.318939459	0.592803654	1806926
Uttar Pradesh	Deoria	None of the Above				NOTA	NOTA	12405	0	12405	0.686525071	1.276024523	1806926
Uttar Pradesh	Bansgaon	KAMLESH PASWAN	M	38	SC	BJP	Lotus	417597	362	417959	23.74645615	47.60841088	1760090
Uttar Pradesh	Bansgaon	GORAKH PRASAD PASWAN	M	56	SC	SP	Bicycle	133534	141	133675	7.594782085	15.22650386	1760090
Uttar Pradesh	Bansgaon	SADAL PRASAD	M	59	SC	BSP	Elephant	228260	183	228443	12.97905221	26.02123224	1760090
Uttar Pradesh	Bansgaon	SANJAI KUMAR	M	39	SC	INC	Hand	50648	27	50675	2.879114136	5.772231778	1760090
Uttar Pradesh	Bansgaon	ARJUN PRASAD RAW	M	45	SC	BaSaP	Balloon	2896	0	2896	0.164537041	0.329874361	1760090
Uttar Pradesh	Bansgaon	CHANDRIKA PRASAD BHARATI	M	34	SC	RJPK	Battery Torch	1327	0	1327	0.075393872	0.151154446	1760090
Uttar Pradesh	Bansgaon	RAMNARESH	M	50	SC	ISSP	Auto- Rickshaw	2963	0	2963	0.168343664	0.337506122	1760090
Uttar Pradesh	Bansgaon	RAMNIVAS  PASWAN	M	38	SC	AAAP	Broom	5229	7	5236	0.297484788	0.596416489	1760090
Uttar Pradesh	Bansgaon	RAMPRIT JAKHMEE	M	49	SC	BMUP	Cot	3076	4	3080	0.174991052	0.350833229	1760090
Uttar Pradesh	Bansgaon	LALCHAND PRASAD JATAV	M	44	SC	ASP	Frock	9769	0	9769	0.555028436	1.112756433	1760090
Uttar Pradesh	Bansgaon	KUNJAWATI	F	41	SC	IND	BELT	4346	0	4346	0.246919192	0.495039355	1760090
Uttar Pradesh	Bansgaon	SHEO SHANKAR	M	63	SC	IND	Gas Cylinder	4013	0	4013	0.227999705	0.45710836	1760090
Uttar Pradesh	Bansgaon	None of the Above				NOTA	NOTA	13494	1	13495	0.766722156	1.537173514	1760090
Uttar Pradesh	Lalganj	NEELAM SONKAR	F	38	SC	BJP	Lotus	324004	12	324016	19.50176651	36.01986776	1661470
Uttar Pradesh	Lalganj	DR. BALIRAM	M	61	SC	BSP	Elephant	233961	10	233971	14.0821682	26.0098405	1661470
Uttar Pradesh	Lalganj	BALIHARI BABU	M	63	SC	INC	Hand	21832	0	21832	1.314017105	2.426996669	1661470
Uttar Pradesh	Lalganj	BECHAI SAROJ	M	43	SC	SP	Bicycle	260912	18	260930	15.70476746	29.00679008	1661470
Uttar Pradesh	Lalganj	HARIPRASAD SONKAR	M	55	SC	CPI	Ears of Corn And Sickle	10523	0	10523	0.6333548	1.169809727	1661470
Uttar Pradesh	Lalganj	JIYA LAL	M	61	SC	AAAP	Broom	5668	0	5668	0.341143686	0.630094225	1661470
Uttar Pradesh	Lalganj	DINESH KUMAR	M	34	SC	Aa S P	Gas Cylinder	1733	0	1733	0.104305224	0.19265231	1661470
Uttar Pradesh	Lalganj	PRADEEP KUMAR	M	26	SC	RUC	Kettle	14368	0	14368	0.864776373	1.597246617	1661470
Uttar Pradesh	Lalganj	LAL BAHADUR	M	46	SC	BMUP	Cot	1911	0	1911	0.115018628	0.212440025	1661470
Uttar Pradesh	Lalganj	SHRIPATI	M	51	SC	QED	Glass Tumbler	4620	0	4620	0.278067013	0.51359127	1661470
Uttar Pradesh	Lalganj	SUKHANAYAN	M	59	SC	JSEP	Letter Box	1398	0	1398	0.084142356	0.155411384	1661470
Uttar Pradesh	Lalganj	ACHCHHELAL	M	51	SC	IND	Auto- Rickshaw	4536	0	4536	0.273011249	0.504253247	1661470
Uttar Pradesh	Lalganj	AVADHESH	M	48	SC	IND	Almirah	2129	0	2129	0.128139539	0.236674419	1661470
Uttar Pradesh	Lalganj	JANGBAHADUR	M	43	SC	IND	Air Conditioner	3307	0	3307	0.199040609	0.367629076	1661470
Uttar Pradesh	Lalganj	None of the Above				NOTA	NOTA	7713	0	7713	0.464227461	0.857430621	1661470
Uttar Pradesh	Azamgarh	ARVIND KUMAR JAISWAL	M	41	GEN	INC	Hand	17947	3	17950	1.053947429	1.868623777	1703121
Uttar Pradesh	Azamgarh	MULAYAM SINGH YADAV	M	74	GEN	SP	Bicycle	340084	222	340306	19.98131665	35.42640017	1703121
Uttar Pradesh	Azamgarh	RAMAKANT YADAV	M	54	GEN	BJP	Lotus	276998	104	277102	16.27024739	28.84676244	1703121
Uttar Pradesh	Azamgarh	SHAH ALAM ALIAS GUDDU JAMALI	M	41	GEN	BSP	Elephant	266397	131	266528	15.64938721	27.74599209	1703121
Uttar Pradesh	Azamgarh	M. AMIR RASHADI	M	57	GEN	RUC	Kettle	13270	1	13271	0.779216509	1.381532376	1703121
Uttar Pradesh	Azamgarh	KIRAN SHARAMA	F	39	GEN	BSCP	FLUTE	1298	0	1298	0.076213023	0.135123881	1703121
Uttar Pradesh	Azamgarh	DURG VIJAY YADAV	M	41	GEN	BMUP	Cot	1566	0	1566	0.09194884	0.163023111	1703121
Uttar Pradesh	Azamgarh	PRAKASH CHANDRA	M	34	SC	ssrd	Grapes	2103	0	2103	0.123479189	0.218925671	1703121
Uttar Pradesh	Azamgarh	MADAN	M	46	GEN	AITC	Flowers and Grass	5207	0	5207	0.305732828	0.542057048	1703121
Uttar Pradesh	Azamgarh	RAJDHARI RAJBHAR	M	39	GEN	MOSP	HOCKEY & BALL	1695	0	1695	0.09952317	0.176452217	1703121
Uttar Pradesh	Azamgarh	RAJESH YADAV	M	43	GEN	AAAP	Broom	3080	2	3082	0.180961893	0.320841141	1703121
Uttar Pradesh	Azamgarh	SANJAY KUMAR CHATURVEDI	M	48	GEN	ISSP	Auto- Rickshaw	4051	0	4051	0.237857439	0.421715594	1703121
Uttar Pradesh	Azamgarh	SANTOSH KUMAR GAUTAM	M	27	SC	MwSP	Whistle	3866	0	3866	0.226995029	0.402456798	1703121
Uttar Pradesh	Azamgarh	PRAMOD SINGH	M	40	GEN	IND	Sewing Machine	3752	0	3752	0.220301435	0.390589215	1703121
Uttar Pradesh	Azamgarh	RAM SINGH CHAUHAN	M	40	GEN	IND	Bat	2507	0	2507	0.147200346	0.260982719	1703121
Uttar Pradesh	Azamgarh	SHAMSHAD AHMAD	M	40	GEN	IND	Kite	4875	0	4875	0.286239204	0.507495315	1703121
Uttar Pradesh	Azamgarh	SUGRIV CHAUHAN	M	42	GEN	IND	Walking Stick	1882	0	1882	0.110503012	0.195919217	1703121
Uttar Pradesh	Azamgarh	SANJAY CHAUHAN	M	39	GEN	IND	Ring	3517	0	3517	0.206503237	0.366125338	1703121
Uttar Pradesh	Azamgarh	None of the Above				NOTA	NOTA	5660	0	5660	0.332331056	0.589215074	1703121
Uttar Pradesh	Ghosi	ATUL KUMAR SINGH ANJAAN	M	59	GEN	CPI	Ears of Corn And Sickle	18162	0	18162	0.960387328	1.746631661	1891112
Uttar Pradesh	Ghosi	DARA SINGH CHAUHAN	M	55	GEN	BSP	Elephant	233739	43	233782	12.3621446	22.48271352	1891112
Uttar Pradesh	Ghosi	RAJEEV KUMAR RAI	M	45	GEN	SP	Bicycle	165855	32	165887	8.771928897	15.95328082	1891112
Uttar Pradesh	Ghosi	RASHTRA KUNWAR SINGH	M	47	GEN	INC	Hand	19312	3	19315	1.021356747	1.857515171	1891112
Uttar Pradesh	Ghosi	HARINARAYAN RAJBHAR	M	73	GEN	BJP	Lotus	379739	58	379797	20.08326318	36.52491273	1891112
Uttar Pradesh	Ghosi	BADRI NATH YADAV	M	54	GEN	RaCP	Sewing Machine	7650	0	7650	0.404523899	0.735697181	1891112
Uttar Pradesh	Ghosi	MANISH KUMAR RAI	M	38	GEN	AAAP	Broom	4186	2	4188	0.221457005	0.402758143	1891112
Uttar Pradesh	Ghosi	MOKHTAR ANSARI	M	54	GEN	QED	Glass Tumbler	166436	7	166443	8.801329588	16.0067511	1891112
